identifier,nonce,originalUrl,thumbnailUrl,id,rank,stats,Species,Rarity Class,Head,Face,Skin,Eyes,Mouth,Earrings,Headgear,Body,Legs,LegAccessories,Background,Perk 1,Perk 2
CEA-2d29f9-0102,258,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/346.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-617f95d6,346,194,https://metadata.verko.io/dynamic/2/346,Genesis Cantina Elrond Ape,Epic,Default,Platinum Open,Platinum,MetaScreen EAC,Pacifier,None,Sponge,Titan Armor Blue,Mercenary Pants Black,Quad Grenades 1 Black,Outworld,Automatic Weapons Proficiency,Stonewall
CEA-2d29f9-0103,259,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2144.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-758309c7,2144,1993,https://metadata.verko.io/dynamic/2/2144,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,None,None,None,None,Hoodie Brown,Pilot Pants Black,Company Bags Black,Desert,Escape Artist,Elemental Weapons Proficiency
CEA-2d29f9-0104,260,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1972.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-5fa13be7,1972,1162,https://metadata.verko.io/dynamic/2/1972,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,Monolaser,Pipe,Punk,None,Tank Shirt Brown,Pilot Pants Brown,Company Bags Brown,Desert,Overshield,Black Widow
CEA-2d29f9-0105,261,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1267.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-ff97cd2b,1267,665,https://metadata.verko.io/dynamic/2/1267,Genesis Cantina Elrond Ape,Silver,Default,Camo Open,Camo,None,Lollipop,Tribal,Bowler,Tactical Vest Green,Company Pants Yellow,Titan Bags Blue,Artic,Scavenger,Automatic Weapons Proficiency
CEA-2d29f9-0106,262,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2140.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-c296df78,2140,1520,https://metadata.verko.io/dynamic/2/2140,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,Cybermeta Tokyo,None,None,None,Large Vest Brown,Tactical Pants Black,Titan Bags Red,Desert,Nano Meds,Cool Moves
CEA-2d29f9-0107,263,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/295.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-1f1d429a,295,663,https://metadata.verko.io/dynamic/2/295,Genesis Cantina Elrond Ape,Epic,Default,Platinum Closed,Platinum,Green Visor,None,None,Gold Crown,Pilot Armor Green,Mercenary Pants Red,Company Bags Black,Outworld,Nano Meds,Cold Blooded
CEA-2d29f9-0108,264,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2041.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-b3891852,2041,1670,https://metadata.verko.io/dynamic/2/2041,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,Steampunk,None,None,None,T Shirt Brown,Tactical Pants Blue,Company Bags Black,Desert,Grounded,Overachiever
CEA-2d29f9-0109,265,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1380.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-991fe46d,1380,913,https://metadata.verko.io/dynamic/2/1380,Genesis Cantina Elrond Ape,Silver,Default,Grey Open,Augmented,None,Pacifier,None,Skull,T Shirt Green,Company Pants Green,Company Bags Green,Artic,Cool Moves,Cold Blooded
CEA-2d29f9-010a,266,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1362.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-8607d426,1362,505,https://metadata.verko.io/dynamic/2/1362,Genesis Cantina Elrond Ape,Silver,Default,Platinum Open,Platinum,Steampunk,Candy Cane,None,Alien Headband,T Shirt Brown,Company Pants Orange,Dagger Holster Green,Artic,Explosive Weapons Proficiency,Hodler
CEA-2d29f9-010b,267,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1157.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-fc52c7e1,1157,1346,https://metadata.verko.io/dynamic/2/1157,Genesis Cantina Elrond Ape,Silver,Default,Blue Closed,Blue,None,None,None,Dandy,T Shirt Orange,Pilot Pants Brown,Tech Belt Green,Artic,Galvanized,Scavenger
CEA-2d29f9-010c,268,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/638.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-3a409522,638,396,https://metadata.verko.io/dynamic/2/638,Genesis Cantina Elrond Ape,Gold,Default,Camo Open,Camo,Monolaser,Wheat,None,Tennis Headband,Company Armor Mk.2 Orange,Titan Pants Blue,Quad Grenades 1 Green,Golden,Cool Moves,Scavenger
CEA-2d29f9-010d,269,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/663.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-1a55bcd1,663,600,https://metadata.verko.io/dynamic/2/663,Genesis Cantina Elrond Ape,Gold,Default,Platinum Closed,Platinum,3D Glasses,None,None,Bowler,Company Armor Mk.2 Black,Tactical Pants Brown,Tech Belt Black,Golden,Precision Weapons Proficiency,Perseverance
CEA-2d29f9-010e,270,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1279.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-9f96f8bf,1279,910,https://metadata.verko.io/dynamic/2/1279,Genesis Cantina Elrond Ape,Silver,Default,Platinum Open,Platinum,Cyborg,Cigar,None,None,Company Armor Mk.2 Black,Company Pants Yellow,Dual Grenades 1 Orange,Artic,Nano Meds,Explosive Weapons Proficiency
CEA-2d29f9-010f,271,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2127.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-4a99296f,2127,1046,https://metadata.verko.io/dynamic/2/2127,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,Steampunk,Pipe,Tribal,None,Leather Vest Black,Pilot Pants White,Titan Bags Brown,Desert,Automatic Weapons Proficiency,Black Widow
CEA-2d29f9-0110,272,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/198.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-f3c90dbe,198,296,https://metadata.verko.io/dynamic/2/198,Genesis Cantina Elrond Ape,Epic,Default,Gold Closed,Gold,Monolaser,None,Tribal,Tennis Headband,Titan Armor Neon,Mercenary Pants Blue,Quad Grenades 2 Green,Outworld,Brawler,Hodler
CEA-2d29f9-0111,273,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1335.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-2ae6eaa2,1335,888,https://metadata.verko.io/dynamic/2/1335,Genesis Cantina Elrond Ape,Silver,Default,Grey Open,Augmented,Cybermeta Tokyo,Exotic Flower,None,None,Bandolier,Rogue Pants Orange,Dual Grenades 2 Green,Artic,Escape Artist,Cold Blooded
CEA-2d29f9-0112,274,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1352.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-3c226663,1352,525,https://metadata.verko.io/dynamic/2/1352,Genesis Cantina Elrond Ape,Silver,Default,Zombie Closed,Zombie,Funny Nose,None,Punk,Red Dad Hat,Hoodie Black,Company Pants Yellow,Tactical Bags Blue,Artic,Overshield,Escape Artist
CEA-2d29f9-0113,275,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1732.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-9a02ad03,1732,1654,https://metadata.verko.io/dynamic/2/1732,Genesis Cantina Elrond Ape,Bronze,Default,Camo Open,Camo,None,Octopus Tentacle,None,None,Hoodie Green,Tactical Pants Black,Radio,Desert,Precision Weapons Proficiency,Nano Meds
CEA-2d29f9-0114,276,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/701.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-d4aa3612,701,1212,https://metadata.verko.io/dynamic/2/701,Genesis Cantina Elrond Ape,Gold,Default,Camo Closed,Camo,None,None,None,Red Beanie,Company Armor Mk.2 Orange,Pilot Pants Brown,Company Bags Green,Golden,Hodler,Explosive Weapons Proficiency
CEA-2d29f9-0115,277,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/133.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-4e33e1be,133,302,https://metadata.verko.io/dynamic/2/133,Genesis Cantina Elrond Ape,Epic,Default,Gold Open,Gold,None,Cigar,Punk,Wizzard,Mercenary Armor Mk.2 Blue,Titan Pants Red,Waistband Red,Outworld,Scavenger,Stonewall
CEA-2d29f9-0116,278,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/682.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-4af49f15,682,409,https://metadata.verko.io/dynamic/2/682,Genesis Cantina Elrond Ape,Gold,Default,Grey Open,Augmented,Monolaser,Bubble Gum,None,Green Dad Hat,Titan Armor Blue,Tactical Pants Red,Pilot Bags Red,Golden,Black Widow,Nano Meds
CEA-2d29f9-0117,279,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/980.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-71abae82,980,1086,https://metadata.verko.io/dynamic/2/980,Genesis Cantina Elrond Ape,Silver,Augmented,Blue Closed,Blue,None,None,None,Viking,Mercenary Armor Green,Pilot Pants Green,Dagger Holster Brown,Artic,Black Widow,Scatter Weapons Proficiency
CEA-2d29f9-0118,280,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1763.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-d6725f76,1763,1951,https://metadata.verko.io/dynamic/2/1763,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,None,Cigar,None,None,T Shirt Orange,Tactical Pants Blue,None,Desert,Explosive Weapons Proficiency,Elemental Weapons Proficiency
CEA-2d29f9-0119,281,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1242.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-892372a5,1242,1779,https://metadata.verko.io/dynamic/2/1242,Genesis Cantina Elrond Ape,Silver,Default,Platinum Closed,Platinum,None,None,None,None,Tank Shirt Blue,Pilot Pants White,Dual Grenades 2 Black,Artic,Black Widow,Explosive Weapons Proficiency
CEA-2d29f9-011a,282,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2047.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-44485c8a,2047,1559,https://metadata.verko.io/dynamic/2/2047,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,Steampunk,None,None,None,Hoodie Black,Tactical Pants Red,Tactical Bags Blue,Desert,Stonewall,Automatic Weapons Proficiency
CEA-2d29f9-011b,283,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/292.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-2a1d5706,292,187,https://metadata.verko.io/dynamic/2/292,Genesis Cantina Elrond Ape,Epic,Augmented,Grey Open,Augmented,None,Pacifier,Punk,Paint,Titan Armor Green,Company Pants Yellow,Waistband Green,Outworld,Automatic Weapons Proficiency,Perseverance
CEA-2d29f9-011c,284,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/609.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-1c5b0506,609,498,https://metadata.verko.io/dynamic/2/609,Genesis Cantina Elrond Ape,Gold,Default,Gold Open,Gold,Steampunk,Bone,None,Red Beanie,Mercenary Armor Mk.2 Green,Tactical Pants Black,Dual Grenades 2 Orange,Golden,Perseverance,Adrenaline Rush
CEA-2d29f9-011d,285,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/128.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-e0a450c0,128,191,https://metadata.verko.io/dynamic/2/128,Genesis Cantina Elrond Ape,Epic,Default,Platinum Open,Platinum,Funny Nose,Party Blower,Punk,Party,Mercenary Armor Mk.2 Red,Mercenary Pants Red,Dual Grenades 2 Black,Outworld,Scatter Weapons Proficiency,Cool Moves
CEA-2d29f9-011e,286,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/352.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-d6ecc0e0,352,832,https://metadata.verko.io/dynamic/2/352,Genesis Cantina Elrond Ape,Epic,Default,Grey Closed,Augmented,Zorro Mask,None,None,None,Pilot Armor Blue,Titan Pants Red,Pilot Bags Orange,Outworld,Nano Meds,Hodler
CEA-2d29f9-011f,287,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/170.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-00b71a33,170,132,https://metadata.verko.io/dynamic/2/170,Genesis Cantina Elrond Ape,Epic,Augmented,Platinum Open,Platinum,Funny Nose,Exotic Flower,Punk,Tennis Headband,Pilot Armor Orange,Pilot Pants Blue,Tech Belt Black,Outworld,Stonewall,Overachiever
CEA-2d29f9-0120,288,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/643.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-eb7f6f4f,643,173,https://metadata.verko.io/dynamic/2/643,Genesis Cantina Elrond Ape,Gold,Augmented,Grey Open,Augmented,Cybermeta Tokyo,Exotic Flower,None,Sugegasa,Large Vest Red,Company Pants Red,Quad Grenades 1 Blue,Golden,Resilience,Galvanized
CEA-2d29f9-0121,289,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2161.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-4eecd816,2161,1583,https://metadata.verko.io/dynamic/2/2161,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,None,None,Tribal,None,T Shirt Brown,Tactical Pants Blue,Tactical Bags Yellow,Desert,Automatic Weapons Proficiency,Overshield
CEA-2d29f9-0122,290,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2048.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-1494669d,2048,1540,https://metadata.verko.io/dynamic/2/2048,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,None,Candy Cane,None,None,T Shirt Red,Tactical Pants Brown,Tactical Bags Blue,Desert,Hodler,Overachiever
CEA-2d29f9-0123,291,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/183.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-64502293,183,175,https://metadata.verko.io/dynamic/2/183,Genesis Cantina Elrond Ape,Epic,Augmented,Grey Open,Augmented,Zorro Mask,Party Blower,Punk,None,Mercenary Armor Red,Titan Pants Green,Mortars Green,Outworld,Adrenaline Rush,Brawler
CEA-2d29f9-0124,292,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/122.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-79144ff8,122,210,https://metadata.verko.io/dynamic/2/122,Genesis Cantina Elrond Ape,Epic,Default,Platinum Open,Platinum,Funny Nose,Wheat,None,Sponge,Cyborg Body Orange,Titan Pants Blue,Mortars Green,Outworld,Cool Moves,Black Widow
CEA-2d29f9-0125,293,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1917.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-32adec34,1917,1536,https://metadata.verko.io/dynamic/2/1917,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,Steampunk,None,None,None,Default,Company Pants Black,Ammo Belt,Desert,Perseverance,Adrenaline Rush
CEA-2d29f9-0126,294,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/463.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-2d648e50,463,254,https://metadata.verko.io/dynamic/2/463,Genesis Cantina Elrond Ape,Gold,Default,Platinum Open,Platinum,Monolaser,Rose,Punk,Bowler,Pilot Armor Green,Tactical Pants Black,Dual Dagger Holster Green,Golden,Stonewall,Grounded
CEA-2d29f9-0127,295,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/401.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-6737b1c2,401,956,https://metadata.verko.io/dynamic/2/401,Genesis Cantina Elrond Ape,Gold,Default,Grey Closed,Augmented,None,None,None,Red Beanie,Tactical Vest Red,Pilot Pants Blue,Dual Grenades 1 Blue,Golden,Black Widow,Elemental Weapons Proficiency
CEA-2d29f9-0128,296,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1361.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-675e0ed7,1361,1804,https://metadata.verko.io/dynamic/2/1361,Genesis Cantina Elrond Ape,Silver,Default,Camo Closed,Camo,None,None,None,None,Company Armor Black,Company Pants Blue,Pilot Bags Orange,Artic,Brawler,Overshield
CEA-2d29f9-0129,297,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/987.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-8dfb004a,987,1044,https://metadata.verko.io/dynamic/2/987,Genesis Cantina Elrond Ape,Silver,Default,Camo Open,Camo,Love Glasses,Lollipop,None,None,Company Armor Mk.2 Blue,Rogue Pants Blue,Tech Belt Grey,Artic,Precision Weapons Proficiency,Elemental Weapons Proficiency
CEA-2d29f9-012a,298,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2073.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-1f399434,2073,1541,https://metadata.verko.io/dynamic/2/2073,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,Cybermeta Tokyo,None,None,None,Tactical Vest Black,Tactical Pants Red,Titan Bags Brown,Desert,Overachiever,Precision Weapons Proficiency
CEA-2d29f9-012b,299,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1177.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-4801be86,1177,1151,https://metadata.verko.io/dynamic/2/1177,Genesis Cantina Elrond Ape,Silver,Default,Camo Open,Camo,None,Candy Cane,Punk,None,T Shirt Green,Company Pants Blue,Tech Belt Grey,Artic,Elemental Weapons Proficiency,Brawler
CEA-2d29f9-012c,300,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/178.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-e35b28e9,178,116,https://metadata.verko.io/dynamic/2/178,Genesis Cantina Elrond Ape,Epic,Augmented,Platinum Open,Platinum,Monolaser,Octopus Tentacle,Punk,Gold Crown,Pilot Armor White,Titan Pants Orange,Dual Grenades 1 Blue,Outworld,Grounded,Black Widow
CEA-2d29f9-012d,301,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/632.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-cd688965,632,853,https://metadata.verko.io/dynamic/2/632,Genesis Cantina Elrond Ape,Gold,Default,Grey Closed,Augmented,Cyborg,None,Tribal,None,Mercenary Armor Blue,Company Pants Yellow,Pilot Bags Red,Golden,Scavenger,Precision Weapons Proficiency
CEA-2d29f9-012e,302,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1685.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-43e01cc0,1685,1942,https://metadata.verko.io/dynamic/2/1685,Genesis Cantina Elrond Ape,Bronze,Default,Camo Closed,Camo,None,None,None,None,Company Armor Black,Company Pants Black,Titan Bags Red,Desert,Cold Blooded,Precision Weapons Proficiency
CEA-2d29f9-012f,303,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/983.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-5bbfc308,983,1310,https://metadata.verko.io/dynamic/2/983,Genesis Cantina Elrond Ape,Silver,Default,Gold Closed,Gold,Funny Nose,None,None,None,T Shirt Orange,Pilot Pants Blue,Company Bags Black,Artic,Adrenaline Rush,Explosive Weapons Proficiency
CEA-2d29f9-0130,304,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/23.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-f6ba80e7,23,48,https://metadata.verko.io/dynamic/2/23,Genesis Cantina Elrond Ape,Legendary,Augmented,Zombie Open,Zombie,MetaScreen EAC,Pipe,None,Tennis Headband,Rogue Armor Red,Rogue Pants Green,Tech Belt Grey,Neon,Adrenaline Rush,Elemental Weapons Proficiency
CEA-2d29f9-0131,305,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1739.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-46d80ab2,1739,1527,https://metadata.verko.io/dynamic/2/1739,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,None,Wheat,None,None,Hoodie Orange,Tactical Pants Orange,Radio,Desert,Cool Moves,Adrenaline Rush
CEA-2d29f9-0132,306,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1251.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-168fae66,1251,644,https://metadata.verko.io/dynamic/2/1251,Genesis Cantina Elrond Ape,Silver,Default,Blue Open,Blue,Green Visor,Wheat,None,Bowler,Hoodie Orange,Mercenary Pants Green,Tech Belt Grey,Artic,Nano Meds,Stonewall
CEA-2d29f9-0133,307,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/159.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-04b11113,159,169,https://metadata.verko.io/dynamic/2/159,Genesis Cantina Elrond Ape,Epic,Default,Zombie Open,Zombie,Monolaser,Cigar,Punk,Black Beanie,Mercenary Armor Red,Company Pants Red,Tech Belt Red,Outworld,Overachiever,Elemental Weapons Proficiency
CEA-2d29f9-0134,308,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/936.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-b9430f05,936,983,https://metadata.verko.io/dynamic/2/936,Genesis Cantina Elrond Ape,Silver,Default,Red Open,Red,None,Exotic Flower,None,Bowler,Company Armor Red,Mercenary Pants Blue,Titan Bags Red,Artic,Black Widow,Hodler
CEA-2d29f9-0135,309,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/784.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-fe56b97e,784,958,https://metadata.verko.io/dynamic/2/784,Genesis Cantina Elrond Ape,Silver,Default,Grey Closed,Augmented,None,None,Punk,Skull,Mercenary Armor Red,Company Pants Yellow,Company Bags Brown,Artic,Overachiever,Brawler
CEA-2d29f9-0136,310,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1423.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-4f0f0675,1423,1555,https://metadata.verko.io/dynamic/2/1423,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,None,Pipe,None,None,Hoodie Blue,Tactical Pants Black,Titan Bags Brown,Desert,Automatic Weapons Proficiency,Grounded
CEA-2d29f9-0137,311,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/978.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-046e9efb,978,531,https://metadata.verko.io/dynamic/2/978,Genesis Cantina Elrond Ape,Silver,Default,Camo Open,Camo,Monolaser,Rose,Punk,Bob,Leather Vest Brown,Tactical Pants Black,Company Bags Brown,Artic,Cold Blooded,Stonewall
CEA-2d29f9-0138,312,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1647.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-ca8e7cc3,1647,1544,https://metadata.verko.io/dynamic/2/1647,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,None,Octopus Tentacle,None,None,Hoodie Brown,Company Pants Black,Company Bags Black,Desert,Scatter Weapons Proficiency,Elemental Weapons Proficiency
CEA-2d29f9-0139,313,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/421.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-bef10c47,421,639,https://metadata.verko.io/dynamic/2/421,Genesis Cantina Elrond Ape,Gold,Default,Camo Closed,Camo,None,Mustache,None,Bowler,Rogue Armor Black,Rogue Pants Green,Tech Belt Orange,Golden,Escape Artist,Overachiever
